CustomerID,Recency,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,Cluster
13089.0,4826,118,5166.45,4,1,1,411,1
13090.0,4832,18,722.1899999999999,4,1,1,411,1
13091.0,4845,2,25.41,3,3,4,334,0
13092.0,4894,6,127.69999999999999,2,1,3,213,1
13093.0,5091,13,583.51,1,1,1,111,1
13094.0,4845,16,38.31,3,1,4,314,0
13095.0,4894,1,4.16,2,4,4,244,2
13097.0,4856,14,1886.86,3,1,1,311,1
13098.0,4825,41,1713.6,4,1,1,411,1
13099.0,4923,1,0.72,2,4,4,244,2
13101.0,5058,1,23.74,1,4,4,144,2
13102.0,4825,27,797.54,4,1,1,411,1
13103.0,4863,1,31.74,3,4,4,344,0
13104.0,4827,6,43.43,4,1,4,414,0
13106.0,4952,2,8.5,2,3,4,234,2
13107.0,4868,5,107.76,3,2,3,323,0
13108.0,5196,1,17.52,1,4,4,144,2
13109.0,4826,5,135.24,4,2,2,422,1
13110.0,4855,8,695.73,3,1,1,311,1
13113.0,4824,40,1033.48,4,1,1,411,1
13115.0,4832,14,343.84,4,1,1,411,1
13116.0,4941,2,151.6,2,3,2,232,2
13117.0,4845,8,185.01,3,1,2,312,1
13118.0,4843,7,291.41,3,1,2,312,1
13120.0,5062,1,2.55,1,4,4,144,2
13121.0,5093,2,88.64,1,3,3,133,2
13122.0,4918,2,145.01,2,3,2,232,2
13124.0,4913,3,781.02,2,3,1,231,1
13126.0,4828,10,315.92,4,1,1,411,1
13127.0,4901,1,43.28,2,4,4,244,2
13130.0,4918,1,4.5,2,4,4,244,2
13131.0,4847,4,154.10999999999999,3,2,2,322,1
13132.0,5085,1,14.8,1,4,4,144,2
13133.0,5097,2,37.4,1,3,4,134,2
13134.0,4896,7,328.79,2,1,1,211,1
13135.0,5020,1,0.72,1,4,4,144,2
13136.0,4873,11,410.31,3,1,1,311,1
13137.0,4834,9,1393.66,4,1,1,411,1
13138.0,4846,6,177.76,3,1,2,312,1
13139.0,4840,8,607.41,4,1,1,411,1
13140.0,4932,3,135.64000000000001,2,3,2,232,2
13141.0,4908,6,300.28,2,1,2,212,1
13142.0,4843,1,68.93,3,4,3,343,0
13144.0,5156,1,18.65,1,4,4,144,2
13145.0,4863,5,311.51,3,2,1,321,1
13146.0,4850,1,34.46,3,4,4,344,0
13147.0,4834,4,19.8,4,2,4,424,0
13148.0,4853,17,1269.95,3,1,1,311,1
13149.0,4838,4,247.84,4,2,2,422,1
13151.0,5027,2,424.76,1,3,1,131,2
13153.0,4829,1,19.17,4,4,4,444,0
13154.0,4968,1,611.86,1,4,1,141,2
13155.0,4857,4,247.52,3,2,2,322,1
13157.0,4873,5,166.45,3,2,2,322,1
13158.0,4918,4,158.84,2,2,2,222,1
13159.0,4832,5,334.74,4,2,1,421,1
13160.0,4846,1,12.1,3,4,4,344,0
13161.0,5137,1,38.9,1,4,4,144,2
13162.0,4946,5,118.5,2,2,3,223,2
13165.0,4870,2,33.64,3,3,4,334,0
13166.0,5106,2,99.3,1,3,3,133,2
13167.0,4842,4,191.64,3,2,2,322,1
13168.0,4860,5,423.7,3,2,1,321,1
13169.0,4887,2,49.17,2,3,4,234,2
13170.0,4850,1,49.48,3,4,4,344,0
13171.0,4832,5,227.65,4,2,2,422,1
13173.0,4828,2,113.81,4,3,3,433,0
13174.0,4840,3,1063.67,4,3,1,431,1
13176.0,4870,1,199.98,3,4,2,342,0
13177.0,4888,1,59.75,2,4,3,243,2
13178.0,4850,11,542.34,3,1,1,311,1
13182.0,4869,1,7.54,3,4,4,344,0
13183.0,4831,9,191.07,4,1,2,412,1
13184.0,4838,12,337.93,4,1,1,411,1
13185.0,5091,1,5.95,1,4,4,144,2
13186.0,4863,5,268.89,3,2,2,322,1
13187.0,5160,1,139.32,1,4,2,142,2
13188.0,4835,1,19.15,4,4,4,444,0
13189.0,4842,2,11.36,3,3,4,334,0
13192.0,4919,2,165.60999999999999,2,3,2,232,2
13193.0,4885,1,83.24,2,4,3,243,2
13194.0,4959,1,7.95,2,4,4,244,2
13196.0,4835,4,275.86,4,2,2,422,1
13198.0,4834,8,554.88,4,1,1,411,1
13199.0,4827,39,316.25,4,1,1,411,1
13200.0,4843,4,155.28,3,2,2,322,1
13203.0,4833,4,131.33,4,2,2,422,1
13207.0,4839,2,18.330000000000002,4,3,4,434,0
13208.0,4882,7,349.43,2,1,1,211,1
13209.0,4854,11,761.1,3,1,1,311,1
13210.0,4917,1,33.26,2,4,4,244,2
13211.0,4834,3,80.62,4,3,3,433,0
13212.0,4833,4,539.32,4,2,1,421,1
13213.0,4880,6,246.39,2,1,2,212,1
13216.0,5091,1,7.24,1,4,4,144,2
13217.0,4946,5,16.150000000000002,2,2,4,224,2
13218.0,4951,1,4.6499999999999995,2,4,4,244,2
13220.0,4902,4,95.17,2,2,3,223,2
13221.0,5064,2,330.95,1,3,1,131,2
13223.0,5024,2,9.8,1,3,4,134,2
13224.0,4884,3,250.79,2,3,2,232,2
13225.0,4827,8,87.43,4,1,3,413,1
13226.0,5097,1,43.39,1,4,4,144,2
13227.0,5025,1,23.4,1,4,4,144,2
13228.0,4905,1,3.58,2,4,4,244,2
13229.0,5049,1,40.6,1,4,4,144,2
13230.0,4828,15,1466.18,4,1,1,411,1
13232.0,4836,7,678.35,4,1,1,411,1
13233.0,4898,2,31.73,2,3,4,234,2
13235.0,5035,2,1087.33,1,3,1,131,2
13236.0,4848,3,157.78,3,3,2,332,0
13238.0,4835,5,137.38,4,2,2,422,1
13239.0,5085,1,33.41,1,4,4,144,2
13240.0,4920,4,221.99,2,2,2,222,1
13242.0,4936,3,27.04,2,3,4,234,2
13243.0,5027,1,209.81,1,4,2,142,2
13244.0,4916,1,101.19,2,4,3,243,2
13245.0,4874,1,99.7,3,4,3,343,0
13246.0,4842,7,263.22,3,1,2,312,1
13247.0,4841,4,52.69,3,2,4,324,0
13248.0,4948,2,69.87,2,3,3,233,2
13249.0,4916,3,78.91,2,3,3,233,2
13253.0,4980,2,41.11,1,3,4,134,2
13255.0,4827,3,67.42999999999999,4,3,3,433,0
13256.0,4838,1,0.0,4,4,4,444,0
13258.0,4835,3,139.22,4,3,2,432,0
13259.0,4885,1,200.83,2,4,2,242,2
13260.0,4885,1,39.74,2,4,4,244,2
13261.0,5092,2,49.4,1,3,4,134,2
13262.0,5087,1,34.02,1,4,4,144,2
13263.0,4825,35,3760.4700000000003,4,1,1,411,1
13265.0,4877,5,215.91,2,2,2,222,1
13266.0,4835,19,376.87,4,1,1,411,1
13267.0,4826,27,786.27,4,1,1,411,1
13268.0,4841,15,703.37,3,1,1,311,1
13269.0,4825,17,833.85,4,1,1,411,1
13270.0,5190,1,2.95,1,4,4,144,2
13271.0,4861,2,117.29,3,3,3,333,0
13272.0,4855,2,80.09,3,3,3,333,0
13273.0,4937,1,20.77,2,4,4,244,2
13276.0,4887,2,152.93,2,3,2,232,2
13277.0,4839,4,11.6,4,2,4,424,0
13278.0,4864,1,88.64,3,4,3,343,0
13279.0,4887,2,30.630000000000003,2,3,4,234,2
13280.0,4946,3,222.73,2,3,2,232,2
13282.0,4842,6,186.07,3,1,2,312,1
13283.0,4883,2,9.15,2,3,4,234,2
13284.0,5146,2,57.589999999999996,1,3,3,133,2
13285.0,4847,4,399.21999999999997,3,2,1,321,1
13291.0,4979,1,111.9,1,4,3,143,2
13292.0,4862,2,115.72999999999999,3,3,3,333,0
13294.0,5013,2,199.2,1,3,2,132,2
13295.0,5183,2,38.15,1,3,4,134,2
13296.0,4961,1,12.04,2,4,4,244,2
13297.0,4831,4,175.7,4,2,2,422,1
13298.0,4825,1,7.5,4,4,4,444,0
13299.0,5092,1,23.75,1,4,4,144,2
13300.0,4988,2,54.33,1,3,3,133,2
13301.0,4927,4,213.65,2,2,2,222,1
13302.0,4979,1,12.75,1,4,4,144,2
13304.0,5175,1,66.4,1,4,3,143,2
13305.0,4828,10,272.33,4,1,2,412,1
13307.0,4944,1,3.75,2,4,4,244,2
13308.0,4846,4,180.93,3,2,2,322,1
13309.0,4831,5,173.14,4,2,2,422,1
13310.0,4832,6,258.81,4,1,2,412,1
13311.0,4828,2,107.14,4,3,3,433,0
13313.0,4846,5,166.32,3,2,2,322,1
13314.0,4825,4,259.82,4,2,2,422,1
13316.0,4861,5,380.09000000000003,3,2,1,321,1
13317.0,4887,9,557.79,2,1,1,211,1
13318.0,4824,3,57.14,4,3,3,433,0
13319.0,4829,36,1689.42,4,1,1,411,1
13320.0,4894,6,201.59,2,1,2,212,1
13321.0,4896,2,23.37,2,3,4,234,2
13322.0,4841,1,69.26,3,4,3,343,0
13323.0,4827,5,95.55,4,2,3,423,0
13324.0,4856,12,228.07,3,1,2,312,1
13325.0,4905,1,36.34,2,4,4,244,2
13327.0,4862,9,300.25,3,1,2,312,1
13328.0,5140,1,31.919999999999998,1,4,4,144,2
13329.0,4855,4,41.81,3,2,4,324,0
13330.0,4916,3,107.08,2,3,3,233,2
13332.0,4838,1,63.74,4,4,3,443,0
13334.0,4906,3,784.2,2,3,1,231,1
13336.0,4901,1,127.62,2,4,3,243,2
13338.0,4978,3,165.33,1,3,2,132,2
13339.0,5024,1,282.72,1,4,2,142,2
13340.0,4869,7,369.87,3,1,1,311,1
13341.0,5084,1,175.65,1,4,2,142,2
13343.0,4996,2,141.32999999999998,1,3,2,132,2
13344.0,4891,3,596.01,2,3,1,231,1
13345.0,5100,2,124.8,1,3,3,133,2
13347.0,4894,1,60.16,2,4,3,243,2
13348.0,4888,1,30.88,2,4,4,244,2
13349.0,4834,1,64.42,4,4,3,443,0
13350.0,4840,3,401.03,4,3,1,431,1
13351.0,4890,1,103.97,2,4,3,243,2
13352.0,4831,2,95.26,4,3,3,433,0
13354.0,4895,1,94.28,2,4,3,243,2
13355.0,4946,1,87.23,2,4,3,243,2
13356.0,4904,1,181.28,2,4,2,242,2
13357.0,5081,1,262.57,1,4,2,142,2
13358.0,5092,1,145.19,1,4,2,142,2
13359.0,4883,2,137.55,2,3,2,232,2
13362.0,4827,5,586.13,4,2,1,421,1
13363.0,4841,2,230.24,3,3,2,332,0
13364.0,4890,2,51.96,2,3,4,234,2
13365.0,4832,3,413.51,4,3,1,431,1
13366.0,4874,1,0.39,3,4,4,344,0
13368.0,5080,2,142.61,1,3,2,132,2
13369.0,5178,2,105.94,1,3,3,133,2
13370.0,5190,2,166.19,1,3,2,132,2
13372.0,4913,1,138.47,2,4,2,242,2
13373.0,4884,3,516.67,2,3,1,231,1
13375.0,4905,2,121.84,2,3,3,233,2
13376.0,4923,3,285.13,2,3,2,232,2
13379.0,4850,3,169.78,3,3,2,332,0
13381.0,4845,7,530.92,3,1,1,311,1
13382.0,5104,1,41.28,1,4,4,144,2
13384.0,4854,9,496.98,3,1,1,311,1
13385.0,5153,1,158.66,1,4,2,142,2
13388.0,4945,3,209.58,2,3,2,232,2
13389.0,4835,3,196.09,4,3,2,432,0
13390.0,4898,1,39.79,2,4,4,244,2
13391.0,5027,1,14.95,1,4,4,144,2
13394.0,4825,10,269.1,4,1,2,412,1
13395.0,5009,1,57.199999999999996,1,4,3,143,2
13396.0,4845,4,188.98,3,2,2,322,1
13397.0,4896,6,156.95,2,1,2,212,1
13398.0,5016,1,89.17,1,4,3,143,2
13402.0,4951,2,77.21000000000001,2,3,3,233,2
13403.0,4841,1,8.75,3,4,4,344,0
13404.0,4825,2,31.91,4,3,4,434,0
13405.0,4898,3,146.551,2,3,2,232,2
13408.0,4825,81,1614.5,4,1,1,411,1
13410.0,4832,7,74.44,4,1,3,413,1
13411.0,4931,1,58.75,2,4,3,243,2
13414.0,4957,3,44.17,2,3,4,234,2
13416.0,4867,2,103.65,3,3,3,333,0
13417.0,4828,2,177.98,4,3,2,432,0
13418.0,4835,23,925.9399999999999,4,1,1,411,1
13419.0,4887,1,16.19,2,4,4,244,2
13420.0,4958,4,31.89,2,2,4,224,2
13421.0,4864,3,219.3,3,3,2,332,0
13422.0,4875,2,389.84000000000003,2,3,1,231,1
13425.0,4932,3,205.46,2,3,2,232,2
13426.0,4824,12,307.85,4,1,1,411,1
13427.0,4843,3,47.85,3,3,4,334,0
13428.0,4834,1,145.96,4,4,2,442,0
13429.0,4834,4,81.79,4,2,3,423,0
13430.0,4842,4,94.13,3,2,3,323,0
13431.0,4891,2,147.97,2,3,2,232,2
13434.0,4898,2,16.52,2,3,4,234,2
13435.0,4829,9,304.36,4,1,1,411,1
13436.0,4825,1,69.96,4,4,3,443,0
13437.0,4838,7,816.46,4,1,1,411,1
13439.0,5079,1,93.17,1,4,3,143,2
13441.0,4915,1,25.04,2,4,4,244,2
13447.0,4847,4,195.23,3,2,2,322,1
13448.0,4840,10,635.48,4,1,1,411,1
13449.0,4847,1,36.57,3,4,4,344,0
13450.0,4850,6,109.35,3,1,3,313,1
13451.0,4850,6,941.06,3,1,1,311,1
13452.0,5083,2,590.0,1,3,1,131,2
13453.0,4989,2,77.28999999999999,1,3,3,133,2
13455.0,4848,4,253.81,3,2,2,322,1
13456.0,4841,7,228.95,3,1,2,312,1
13458.0,4831,22,967.51,4,1,1,411,1
13460.0,4853,2,18.02,3,3,4,334,0
13461.0,4862,3,42.35,3,3,4,334,0
13462.0,5006,2,38.75,1,3,4,134,2
13464.0,4882,1,131.43,2,4,2,242,2
13466.0,4924,2,58.26,2,3,3,233,2
13467.0,4834,2,270.45,4,3,2,432,0
13468.0,4825,41,1266.62,4,1,1,411,1
13470.0,4923,2,16.5,2,3,4,234,2
13471.0,4825,4,651.96,4,2,1,421,1
13473.0,4884,3,79.14,2,3,3,233,2
13474.0,5060,1,148.65,1,4,2,142,2
13475.0,5015,4,248.42000000000002,1,2,2,122,2
13476.0,5002,4,655.84,1,2,1,121,1
13477.0,4861,8,210.44,3,1,2,312,1
13479.0,5022,3,79.65,1,3,3,133,2
13481.0,4869,8,258.88,3,1,2,312,1
13482.0,5056,1,26.83,1,4,4,144,2
13483.0,4889,1,10.559999999999999,2,4,4,244,2
13484.0,5065,1,60.0,1,4,3,143,2
13485.0,5057,1,55.78,1,4,3,143,2
13486.0,4902,3,200.79,2,3,2,232,2
13487.0,4881,3,151.34,2,3,2,232,2
13488.0,4841,17,1505.79,3,1,1,311,1
13489.0,4929,4,19.84,2,2,4,224,2
13491.0,4875,10,290.0,2,1,2,212,1
13492.0,4960,3,225.08,2,3,2,232,2
13493.0,5099,2,103.17,1,3,3,133,2
13494.0,5135,1,65.97,1,4,3,143,2
13495.0,4831,6,137.26,4,1,2,412,1
13496.0,4834,3,111.74,4,3,3,433,0
13497.0,5106,3,63.25,1,3,3,133,2
13499.0,4841,7,95.83,3,1,3,313,1
13500.0,4847,4,238.26,3,2,2,322,1
13501.0,5066,2,204.01999999999998,1,3,2,132,2
13502.0,4840,3,32.36,4,3,4,434,0
13503.0,4895,1,37.08,2,4,4,244,2
13504.0,4888,1,81.44,2,4,3,243,2
13505.0,4891,8,770.46,2,1,1,211,1
13506.0,5136,3,80.09,1,3,3,133,2
13507.0,4827,4,543.38,4,2,1,421,1
13508.0,5067,1,62.31,1,4,3,143,2
13509.0,4832,7,60.03,4,1,3,413,1
13510.0,4825,5,277.58,4,2,2,422,1
13512.0,5084,1,62.03,1,4,3,143,2
13513.0,4950,1,36.85,2,4,4,244,2
13514.0,4897,1,16.700000000000003,2,4,4,244,2
13515.0,4896,4,127.76,2,2,3,223,2
13516.0,4845,3,129.7,3,3,3,333,0
13517.0,4883,5,417.65000000000003,2,2,1,221,1
13518.0,4909,1,104.57,2,4,3,243,2
13519.0,4874,2,62.7,3,3,3,333,0
13520.0,4882,8,467.25,2,1,1,211,1
13521.0,4825,3,790.98,4,3,1,431,1
13522.0,4854,1,16.35,3,4,4,344,0
13523.0,4857,6,1268.23,3,1,1,311,1
13524.0,4864,5,93.56,3,2,3,323,0
13525.0,4838,2,23.41,4,3,4,434,0
13527.0,4857,8,638.66,3,1,1,311,1
13529.0,4902,2,83.98,2,3,3,233,2
13531.0,5029,2,99.87,1,3,3,133,2
13532.0,4857,1,146.73,3,4,2,342,0
13533.0,5006,3,146.93,1,3,2,132,2
13534.0,4826,43,971.14,4,1,1,411,1
13536.0,4825,7,576.07,4,1,1,411,1
13538.0,4867,7,186.91,3,1,2,312,1
13539.0,4909,4,159.47,2,2,2,222,1
13544.0,4863,2,256.08,3,3,2,332,0
13546.0,4836,3,216.02,4,3,2,432,0
13548.0,4920,2,349.05,2,3,1,231,1
13549.0,4849,8,182.22,3,1,2,312,1
13551.0,5143,1,30.6,1,4,4,144,2
13552.0,4890,16,507.97,2,1,1,211,1
13555.0,4897,4,324.8,2,2,1,221,1
13557.0,4852,2,50.23,3,3,4,334,0
13558.0,4829,4,386.66,4,2,1,421,1
13560.0,4831,1,98.52,4,4,3,443,0
13561.0,5039,1,49.65,1,4,4,144,2
13562.0,4905,3,314.65000000000003,2,3,1,231,1
13563.0,4908,2,417.13,2,3,1,231,1
13564.0,4968,5,1951.9299999999998,1,2,1,121,1
13565.0,4843,2,65.31,3,3,3,333,0
13566.0,4864,2,332.8,3,3,1,331,1
13568.0,4997,1,132.05,1,4,2,142,2
13569.0,4841,2,268.02,3,3,2,332,0
13570.0,5067,1,56.77,1,4,3,143,2
13571.0,4836,12,588.83,4,1,1,411,1
13572.0,5029,1,148.58,1,4,2,142,2
13573.0,4874,2,92.23,3,3,3,333,0
13575.0,4847,5,98.8,3,2,3,323,0
13576.0,4834,20,416.85,4,1,1,411,1
13577.0,4849,5,259.15,3,2,2,322,1
13579.0,4838,2,97.99,4,3,3,433,0
13581.0,5133,1,44.800000000000004,1,4,4,144,2
13583.0,4979,1,106.64,1,4,3,143,2
13584.0,5130,1,99.94999999999999,1,4,3,143,2
13587.0,4855,3,94.53999999999999,3,3,3,333,0
13588.0,4839,13,249.35,4,1,2,412,1
13589.0,4838,2,140.73,4,3,2,432,0
13590.0,4835,7,166.39000000000001,4,1,2,412,1
13591.0,4888,3,230.79999999999998,2,3,2,232,2
13592.0,4859,4,100.16,3,2,3,323,0
13593.0,4932,6,561.76,2,1,1,211,1
13594.0,4876,1,41.48,2,4,4,244,2
13596.0,4829,2,378.97,4,3,1,431,1
13598.0,4871,2,146.99,3,3,2,332,0
13599.0,4824,33,730.88,4,1,1,411,1
13600.0,5136,1,58.22,1,4,3,143,2
13601.0,4869,2,184.38,3,3,2,332,0
13602.0,4888,1,47.4,2,4,4,244,2
13603.0,4850,1,57.02,3,4,3,343,0
13606.0,4853,3,97.56,3,3,3,333,0
13607.0,4864,1,308.76,3,4,1,341,0
13610.0,4836,9,667.1,4,1,1,411,1
13611.0,4913,4,179.35,2,2,2,222,1
13614.0,4848,4,758.75,3,2,1,321,1
13615.0,5136,2,80.86,1,3,3,133,2
13617.0,4864,3,122.75,3,3,3,333,0
13618.0,4997,1,13.46,1,4,4,144,2
13621.0,4940,1,21.45,2,4,4,244,2
13623.0,4854,7,333.64,3,1,1,311,1
13626.0,5076,1,40.67,1,4,4,144,2
13627.0,4883,7,287.26,2,1,2,212,1
13629.0,4847,11,137.13,3,1,2,312,1
13630.0,4829,11,168.67,4,1,2,412,1
13631.0,4923,12,74.72,2,1,3,213,1
13632.0,4848,6,467.59,3,1,1,311,1
13634.0,4857,5,626.15,3,2,1,321,1
13635.0,4891,1,149.16,2,4,2,242,2
13636.0,4860,6,239.73,3,1,2,312,1
13637.0,4876,3,238.95,2,3,2,232,2
13638.0,4839,1,23.94,4,4,4,444,0
13639.0,4898,1,57.72,2,4,3,243,2
13642.0,5039,1,214.57999999999998,1,4,2,142,2
13643.0,4855,3,67.05,3,3,3,333,0
13644.0,4832,5,469.57,4,2,1,421,1
13645.0,4944,1,16.849999999999998,2,4,4,244,2
13647.0,4833,5,270.21,4,2,2,422,1
13649.0,5080,2,73.4,1,3,3,133,2
13650.0,4840,7,316.14,4,1,1,411,1
13651.0,4859,2,36.35,3,3,4,334,0
13652.0,4869,3,196.77,3,3,2,332,0
13654.0,4867,6,419.43,3,1,1,311,1
13655.0,4938,2,186.46,2,3,2,232,2
13656.0,4988,2,84.23,1,3,3,133,2
13657.0,4834,2,47.89,4,3,4,434,0
13658.0,4833,7,500.15,4,1,1,411,1
13659.0,5020,3,411.23,1,3,1,131,2
13662.0,4909,7,192.52,2,1,2,212,1
13663.0,5003,1,58.5,1,4,3,143,2
13666.0,4884,3,44.9,2,3,4,234,2
13667.0,4973,1,211.83,1,4,2,142,2
13668.0,4826,29,1478.95,4,1,1,411,1
13669.0,4874,2,24.76,3,3,4,334,0
13670.0,4899,1,46.92,2,4,4,244,2
13672.0,5125,6,138.41,1,1,2,112,1
13673.0,4842,2,214.62,3,3,2,332,0
13675.0,4975,2,47.57,1,3,4,134,2
13678.0,4975,1,6.3,1,4,4,144,2
13680.0,4825,5,480.41,4,2,1,421,1
13681.0,4841,4,165.44,3,2,2,322,1
13682.0,5011,1,21.25,1,4,4,144,2
13684.0,5109,2,55.34,1,3,3,133,2
13685.0,4826,7,27.330000000000002,4,1,4,414,0
13686.0,5006,1,9.3,1,4,4,144,2
13689.0,4887,1,10.2,2,4,4,244,2
13690.0,4883,1,53.75,2,4,3,243,2
13692.0,4848,5,159.17,3,2,2,322,1
13693.0,5149,2,22.1,1,3,4,134,2
13694.0,4827,60,1163.81,4,1,1,411,1
13695.0,4855,15,238.22,3,1,2,312,1
13697.0,4862,1,16.72,3,4,4,344,0
13699.0,4979,1,88.29,1,4,3,143,2
13700.0,4850,10,312.39,3,1,1,311,1
13703.0,5142,1,9.95,1,4,4,144,2
13704.0,4829,10,450.31,4,1,1,411,1
13705.0,4831,3,213.04,4,3,2,432,0
13706.0,5126,1,55.480000000000004,1,4,3,143,2
13707.0,5091,2,214.24,1,3,2,132,2
13708.0,5095,1,104.93,1,4,3,143,2
13709.0,4827,17,1244.8,4,1,1,411,1
13710.0,4855,1,9.33,3,4,4,344,0
13711.0,5042,2,49.14,1,3,4,134,2
13712.0,5070,1,12.35,1,4,4,144,2
13715.0,5104,8,251.35,1,1,2,112,1
13716.0,5093,1,29.81,1,4,4,144,2
13717.0,4856,7,221.18,3,1,2,312,1
13718.0,5070,2,66.35,1,3,3,133,2
13719.0,4839,5,195.96,4,2,2,422,1
13720.0,4940,4,136.7,2,2,2,222,1
13721.0,4860,1,79.83,3,4,3,343,0
13722.0,4944,4,251.42,2,2,2,222,1
13723.0,5041,1,31.7,1,4,4,144,2
13725.0,4873,11,495.55,3,1,1,311,1
13726.0,4862,2,45.199999999999996,3,3,4,334,0
13727.0,4852,2,58.82,3,3,3,333,0
13728.0,4860,6,343.46,3,1,1,311,1
13730.0,4959,2,139.24,2,3,2,232,2
13731.0,5043,2,163.0,1,3,2,132,2
13732.0,4852,1,52.14,3,4,4,344,0
13735.0,4848,8,849.09,3,1,1,311,1
13736.0,4829,3,422.99,4,3,1,431,1
13737.0,5024,1,115.46000000000001,1,4,3,143,2
13739.0,4842,1,16.45,3,4,4,344,0
13740.0,5064,1,36.71,1,4,4,144,2
13741.0,4895,4,179.77,2,2,2,222,1
13742.0,4840,14,1328.64,4,1,1,411,1
13743.0,4826,8,47.379999999999995,4,1,4,414,0
13744.0,4919,2,122.92,2,3,3,233,2
13745.0,4975,2,16.99,1,3,4,134,2
13747.0,5197,1,9.95,1,4,4,144,2
13748.0,4919,5,111.9,2,2,3,223,2
13750.0,4877,5,120.49,2,2,3,223,2
13751.0,5112,1,31.770000000000003,1,4,4,144,2
13752.0,4948,6,233.33,2,1,2,212,1
13753.0,5111,1,62.8,1,4,3,143,2
13754.0,4975,2,28.049999999999997,1,3,4,134,2
13755.0,4827,10,1051.22,4,1,1,411,1
13756.0,4826,15,390.52,4,1,1,411,1
13758.0,4835,7,384.69,4,1,1,411,1
13759.0,4857,2,84.07,3,3,3,333,0
13760.0,4878,2,113.12,2,3,3,233,2
13761.0,4874,2,206.46,3,3,2,332,0
13762.0,5028,2,17.64,1,3,4,134,2
13763.0,4887,3,55.97,2,3,3,233,2
13764.0,4894,3,566.59,2,3,1,231,1
13767.0,4826,52,1495.38,4,1,1,411,1
13769.0,4826,16,523.44,4,1,1,411,1
13771.0,4888,5,315.33,2,2,1,221,1
13772.0,4857,3,436.11,3,3,1,331,1
13774.0,4905,1,72.4,2,4,3,243,2
13777.0,4824,41,520.74,4,1,1,411,1
13778.0,4927,1,29.7,2,4,4,244,2
13780.0,4831,2,147.24,4,3,2,432,0
13781.0,5074,1,77.47,1,4,3,143,2
13782.0,4836,6,403.48,4,1,1,411,1
13784.0,4833,11,81.78,4,1,3,413,1
13786.0,5191,1,13.25,1,4,4,144,2
13787.0,4899,2,76.81,2,3,3,233,2
13790.0,4828,1,34.73,4,4,4,444,0
13791.0,4867,3,21.29,3,3,4,334,0
13792.0,4890,2,46.1,2,3,4,234,2
13798.0,4825,63,907.66,4,1,1,411,1
13799.0,4940,2,83.08,2,3,3,233,2
13800.0,5133,1,84.28,1,4,3,143,2
13801.0,4890,1,90.95,2,4,3,243,2
13802.0,4962,6,186.68,2,1,2,212,1
13803.0,5079,1,49.69,1,4,4,144,2
13804.0,4854,7,422.44,3,1,1,311,1
13805.0,4876,2,7.71,2,3,4,234,2
13806.0,4887,1,52.33,2,4,4,244,2
13807.0,5191,1,36.05,1,4,4,144,2
13808.0,4829,5,285.24,4,2,2,422,1
13809.0,5129,1,85.3,1,4,3,143,2
13810.0,4852,4,1344.23,3,2,1,321,1
13811.0,5007,4,564.0,1,2,1,121,1
13812.0,4866,3,129.1,3,3,3,333,0
13813.0,4863,5,308.95,3,2,1,321,1
13814.0,4880,3,180.68,2,3,2,232,2
13815.0,4846,5,455.92,3,2,1,321,1
13816.0,4847,4,141.55,3,2,2,322,1
13817.0,4853,2,77.27,3,3,3,333,0
13819.0,5125,3,72.13,1,3,3,133,2
13821.0,4968,2,194.21,1,3,2,132,2
13822.0,4829,2,171.89,4,3,2,432,0
13823.0,4842,2,156.82,3,3,2,332,0
13824.0,4856,5,126.63,3,2,3,323,0
13826.0,4982,2,72.14999999999999,1,3,3,133,2
13827.0,4881,3,348.21,2,3,1,231,1
13828.0,4846,1,28.57,3,4,4,344,0
13829.0,5183,1,8.5,1,4,4,144,2
13831.0,4840,6,292.85,4,1,2,412,1
13832.0,4841,2,10.6,3,3,4,334,0
13833.0,4983,1,142.1,1,4,2,142,2
13835.0,4849,4,176.03,3,2,2,322,1
13837.0,5035,2,41.760000000000005,1,3,4,134,2
13838.0,4829,4,539.84,4,2,1,421,1
13841.0,5076,1,0.85,1,4,4,144,2
13842.0,4882,9,833.12,2,1,1,211,1
13844.0,4835,1,49.21,4,4,4,444,0
13845.0,4888,1,17.59,2,4,4,244,2
13846.0,4848,4,207.42,3,2,2,322,1
13848.0,4916,3,2.31,2,3,4,234,2
13849.0,4875,2,305.42,2,3,1,231,1
13850.0,4912,2,227.82,2,3,2,232,2
13851.0,4919,3,181.35,2,3,2,232,2
13853.0,4832,2,108.71,4,3,3,433,0
13854.0,4832,29,528.0699999999999,4,1,1,411,1
13856.0,4992,5,22.99,1,2,4,124,2
13858.0,4881,1,47.69,2,4,4,244,2
13859.0,5150,1,80.86,1,4,3,143,2
13860.0,4825,6,270.06,4,1,2,412,1
13862.0,4842,10,245.89000000000001,3,1,2,312,1
13863.0,5069,2,53.8,1,3,3,133,2
13865.0,4882,4,117.07,2,2,3,223,2
13866.0,4898,1,23.630000000000003,2,4,4,244,2
13867.0,4855,3,240.59,3,3,2,332,0
13868.0,4831,2,61.19,4,3,3,433,0
13869.0,4947,4,903.99,2,2,1,221,1
13870.0,4826,10,398.33,4,1,1,411,1
13871.0,4846,14,1268.26,3,1,1,311,1
13873.0,4943,4,109.97,2,2,3,223,2
13874.0,5182,1,99.1,1,4,3,143,2
13875.0,4877,5,203.68,2,2,2,222,1
